,Manufacturer,Model,Year,Motor Liters,Milage,Price
10732,Opel,Zafira,2016,2.0D,203 tūkst.,"10,950  €"
10733,Opel,Crossland X,2017,1.6D,164 tūkst.,"11,000  €"
10734,Opel,Astra,2005,1.7D,236 tūkst.,"1,500  €"
10735,Opel,Astra,2005,1.7D,330 tūkst.,"1,200  €"
10736,Opel,Astra,2003,1.7D,293 tūkst.,"1,050  €"
10737,Opel,Vivaro,2016,1.6D,156 tūkst.,"14,700  €"
10738,Opel,Corsa,2007,1.7D,241 tūkst.,"1,500  €"
10739,Opel,Insignia,2010,2.0D,251 tūkst.,"4,550  €"
10740,Opel,Insignia,2014,2.0D,-,"6,950  €"
10741,Opel,Insignia,2011,2.0D,279 tūkst.,"3,900  €"
10742,Opel,Vivaro,2005,1.9D,-,"7,200  €"
10743,Opel,Insignia,-,-,-,pērku 
10744,Opel,Zafira,-,-,-,pērku 
10745,Opel,Movano,-,-,-,pērku 
10746,Opel,Astra,-,-,-,pērku 
10747,Opel,Combo,-,-,-,pērku 
10748,Opel,Astra,2019,1.6D,154 tūkst.,"10,600  €"
10749,Opel,Mokka,2022,1.2,30 tūkst.,"21,950  €"
10750,Opel,Kadet,1993,1.6,92 tūkst.,"3,500  €"
10751,Opel,Corsa,2013,1.3D,255 tūkst.,"2,999  €"
10752,Opel,Mokka,2016,1.6D,182 tūkst.,"10,500  €"
10753,Opel,Astra,2017,1.6D,-,"7,990  €"
10754,Opel,Zafira,2012,2.0D,-,"4,100  €"
10755,Opel,Vectra,2001,2.2D,339 tūkst.,950  €
10756,Opel,Mokka,2013,1.6,264 tūkst.,"6,990  €"
10757,Opel,Zafira,2010,1.7D,228 tūkst.,"3,590  €"
10758,Opel,Corsa,2003,1.0,-,900  €
10759,Opel,Zafira,2009,1.7D,-,"2,990  €"
10760,Opel,Insignia,2017,1.6D,120 tūkst.,"14,100  €"
10761,Opel,Insignia,2013,2.0D,247 tūkst.,"6,380  €"
10762,Opel,Crossland X,2020,1.2,75 tūkst.,"13,300  €"
10763,Opel,Mokka,2022,1.2,29 tūkst.,"22,400  €"
10764,Opel,Crossland X,2021,1.2,29 tūkst.,"15,490  €"
10765,Opel,Astra,2012,1.7D,384 tūkst.,"4,200  €"
10766,Opel,Corsa,2007,1.2,287 tūkst.,"1,150  €"
10767,Opel,Meriva,2011,1.7D,318 tūkst.,"3,990  €"
10768,Opel,Combo,2018,1.6D,131 tūkst.,"14,990  €"
10769,Opel,Insignia,2019,1.6D,68 tūkst.,"16,590  €"
10770,Opel,Insignia,2019,1.5,56 tūkst.,"17,990  €"
10771,Opel,Agila,2009,1.3,196 tūkst.,"3,990  €"
10772,Opel,Zafira,2008,1.7D,254 tūkst.,"2,390  €"
10773,Opel,Astra,2016,1.4,208 tūkst.,"7,990  €"
10774,Opel,Astra,2014,2.0D,282 tūkst.,"5,800  €"
10775,Opel,Zafira,2016,1.6D,168 tūkst.,"8,990  €"
10776,Opel,Insignia,2017,1.6D,103 tūkst.,"13,800  €"
10777,Opel,Meriva,2012,1.3D,222 tūkst.,"4,500  €"
10778,Opel,Corsa,2010,1.3D,117 tūkst.,"2,450  €"
10779,Opel,Antara,2013,2.2D,-,"6,450  €"
10780,Opel,Antara,2007,2.0D,263 tūkst.,"4,290  €"
10781,Opel,Meriva,2010,1.3D,167 tūkst.,"3,980  €"
10782,Opel,Corsa,2011,1.3D,190 tūkst.,"3,699  €"
10783,Opel,Meriva,2004,1.6,153 tūkst.,"1,700  €"
10784,Opel,Corsa,2002,1.0,229 tūkst.,500  €
10785,Opel,Antara,2011,2.2D,-,"6,450  €"
10786,Opel,Astra,2020,1.4,95 tūkst.,"12,850  €"
10787,Opel,Vectra,2009,1.9D,280 tūkst.,"2,995  €"
10788,Opel,Vectra,2000,1.8,165 tūkst.,"1,000  €"
10789,Opel,Corsa,2009,1.3D,310 tūkst.,"1,600  €"
10790,Opel,Vectra,2007,1.9D,311 tūkst.,"1,450  €"
10791,Opel,Vivaro,2007,2.0D,334 tūkst.,"6,150  €"
10792,Opel,Combo,2003,1.6,237 tūkst.,"1,850  €"
10793,Opel,Insignia,2017,1.6D,134 tūkst.,"11,900  €"
10794,Opel,Vivaro,2006,1.9D,243 tūkst.,"6,790  €"
10795,Opel,Zafira,2006,1.9D,367 tūkst.,"2,499  €"
10796,Opel,Insignia,2010,2.0D,279 tūkst.,"4,500  €"
10797,Opel,Vivaro,2007,2.0D,-,"5,900  € maiņai"
10798,Opel,Insignia,2009,2.2D,179 tūkst.,"3,950  €"
10799,Opel,Insignia,2014,2.0D,259 tūkst.,"4,500  €"
10800,Opel,Astra,2017,1.6D,-,"8,000  €"
10801,Opel,Insignia,2010,2.0D,234 tūkst.,"4,500  €"
10802,Opel,Vivaro,2021,2.0D,115 tūkst.,"21,900  €"
10803,Opel,Vivaro,2012,2.0D,375 tūkst.,"4,700  €"
10804,Opel,Zafira,2004,2.2D,-,500  €
10805,Opel,Vivaro,2011,2.0D,285 tūkst.,"8,490  € maiņai"
10806,Opel,Vivaro,2019,1.5D,-,"14,950  €"
10807,Opel,Grandland X,2018,1.5D,108 tūkst.,"13,990  €"
10808,Opel,Zafira,2006,1.8,-,"2,600  €"
10809,Opel,Insignia,2015,2.0D,-,"8,650  €"
10810,Opel,Insignia,2019,2.0D,101 tūkst.,"16,000  €"
10811,Opel,Vivaro,2009,2.0D,235 tūkst.,"10,800  €"
10812,Opel,Insignia,2012,2.0D,310 tūkst.,"3,900  €"
10813,Opel,Zafira,2011,1.7D,241 tūkst.,"4,200  €"
10814,Opel,Insignia,2014,2.0H,230 tūkst.,"7,250  €"
10815,Opel,Mokka,2023,1.2,10,"30,780  €"
10816,Opel,Astra,2023,1.2,10,"28,500  €"
10817,Opel,Grandland X,2023,1.2,10,"28,900  €"
10818,Opel,Astra Van,2003,2.2D,183 tūkst.,"1,850  €"
10819,Opel,Insignia,2010,2.0D,290 tūkst.,"3,800  €"
10820,Opel,Zafira,2014,2.0D,-,"9,300  €"
10821,Opel,Astra,2013,1.8,-,"3,300  €"
10822,Opel,Astra,2011,1.7D,-,"5,390  €"
10823,Opel,Mokka,2014,1.7D,111 tūkst.,"11,800  €"
10824,Opel,Antara,2011,2.2D,188 tūkst.,"7,000  €"
10825,Opel,Astra,2018,1.6D,153 tūkst.,"8,900  €"
10826,Opel,Vivaro,2010,2.0D,224 tūkst.,"5,950  €"
10827,Opel,Vivaro,2007,1.9D,400 tūkst.,"4,200  €"
10828,Opel,Mokka,2015,1.6D,129 tūkst.,"11,400  €"
10829,Opel,Meriva,2010,1.3D,147 tūkst.,"5,400  €"
10830,Opel,Antara,2014,2.2D,-,"7,799  €"
10831,Opel,Corsa,2023,E,3.8 tūkst.,"29,000  €"
10832,Opel,Vivaro,2005,2.5D,297 tūkst.,"4,300  €"
10833,Opel,Insignia,2018,1.6D,211 tūkst.,"12,500  €"
10834,Opel,Antara,2012,2.2D,202 tūkst.,"7,150  €"
10835,Opel,Insignia,2019,1.6,152 tūkst.,"17,900  €"
10836,Opel,Vectra,2004,2.2D,479 tūkst.,"1,150  €"
10837,Opel,Insignia,2019,1.6D,-,"10,800  €"
10838,Opel,Astra,2010,1.7D,202 tūkst.,"1,970  €"
10839,Opel,Astra,2013,1.7D,-,"3,950  €"
10840,Opel,Zafira,2018,1.6D,224 tūkst.,"11,950  €"
10841,Opel,Insignia,2017,2.0D,118 tūkst.,"9,950  €"
10842,Opel,Insignia,2015,2.0D,215 tūkst.,"7,490  €"
10843,Opel,Omega,2000,2.5D,236 tūkst.,"1,300  €"
10844,Opel,Vectra,2005,2.2D,287 tūkst.,"1,350  €"
10845,Opel,Meriva,2011,1.7D,225 tūkst.,"5,400  €"
10846,Opel,Astra,2018,1.6D,177 tūkst.,"9,600  €"
10847,Opel,Movano,2007,2.5D,315 tūkst.,"5,100  €"
10848,Opel,Insignia,2015,2.0D,225 tūkst.,"8,600  €"
10849,Opel,Vectra,2002,2.2D,-,"1,400  €"
10850,Opel,Insignia,2010,2.0D,-,"3,990  €"
10851,Opel,Meriva,2014,1.6D,184 tūkst.,"6,200  €"
10852,Opel,Insignia,2019,2.0D,117 tūkst.,"17,900  €"
10853,Opel,Zafira,2009,1.7D,292 tūkst.,"3,750  €"
10854,Opel,Astra,2016,1.6D,262 tūkst.,"6,995  €"
10855,Opel,Meriva,2005,1.8,156 tūkst.,"1,495  €"
10856,Opel,Meriva,2011,1.7D,-,"5,350  €"
10857,Opel,Vectra,2007,1.9D,402 tūkst.,"1,350  €"
10858,Opel,Vivaro,2007,2.0D,321 tūkst.,"4,900  €"
10859,Opel,Vivaro,2008,2.0D,-,"5,000  €"
10860,Opel,Vivaro,2009,2.0D,369 tūkst.,"3,500  €"
10861,Opel,Zafira,2001,1.8,298 tūkst.,"1,200  €"
10862,Opel,Astra,2013,1.7D,-,"5,999  €"
10863,Opel,Zafira,2005,2.2,241 tūkst.,"2,200  €"
10864,Opel,Meriva,2004,1.6,-,"1,500  €"
10865,Opel,Insignia,2009,2.0D,-,"3,650  €"
10866,Opel,Insignia,2013,2.0D,391 tūkst.,"5,800  €"
10867,Opel,Astra,2011,1.3D,329 tūkst.,"3,800  €"
10868,Opel,Omega,1998,2.0,210 tūkst.,650  €
10869,Opel,Movano,2006,2.5D,470 tūkst.,"4,500  €"
10870,Opel,Vivaro,2007,2.5D,277 tūkst.,"7,850  €"
10871,Opel,Omega,1993,3.0,440 tūkst.,"3,700  €"
10872,Opel,Mokka,2014,1.7D,195 tūkst.,"8,500  €"
10873,Opel,Corsa,2015,1.4,134 tūkst.,"7,100  €"
10874,Opel,Zafira,2007,1.9D,351 tūkst.,950  €
10875,Opel,Zafira,2015,2.0D,233 tūkst.,"6,950  €"
10876,Opel,Insignia,2018,2.0D,190 tūkst.,"14,450  €"
10877,Opel,Zafira,2013,1.6D,268 tūkst.,"7,950  €"
10878,Opel,Zafira,2010,1.9D,-,"3,850  €"
10879,Opel,Astra,2014,1.7D,231 tūkst.,"6,300  €"
10880,Opel,Vectra,2005,2.2,268 tūkst.,"1,200  €"
10881,Opel,Vectra,2003,2.2D,285 tūkst.,"1,100  €"
10882,Opel,Vivaro,2009,2.0D,232 tūkst.,"4,350  €"
10883,Opel,Insignia,2018,2.0D,166 tūkst.,"15,000  €"
10884,Opel,Meriva,2010,1.7D,-,"5,250  €"
10885,Opel,Astra,2011,1.7D,-,"4,150  €"
10886,Opel,Mokka,2017,1.6,130 tūkst.,"10,500  €"
10887,Opel,Vivaro,2006,1.9D,230 tūkst.,"2,750  €"
10888,Opel,Antara,2009,2.0D,207 tūkst.,"4,700  €"
10889,Opel,Combo,2020,1.5D,-,"10,650  €"
10890,Opel,Astra,2008,1.7D,272 tūkst.,"1,600  €"
10891,Opel,Insignia,2016,1.6D,213 tūkst.,"8,495  €"
10892,Opel,Insignia,2009,2.0D,279 tūkst.,"5,495  €"
10893,Opel,Movano,2018,2.3D,151 tūkst.,"15,250  €"
10894,Opel,Astra,2005,1.6,364 tūkst.,"1,495  €"
10895,Opel,Meriva,2004,1.7D,377 tūkst.,"1,495  €"
10896,Opel,Meriva,2005,1.6,222 tūkst.,"1,250  €"
10897,Opel,Astra,2012,1.7D,231 tūkst.,"4,900  €"
10898,Opel,Insignia,2014,2.0D,147 tūkst.,"6,700  €"
10899,Opel,Vivaro,2017,1.6D,-,"13,200  €"
10900,Opel,Vivaro,2002,1.9D,-,"4,800  €"
10901,Opel,Astra,2014,1.7D,163 tūkst.,"5,400  €"
10902,Opel,Insignia,2011,2.0D,234 tūkst.,"5,950  €"
10903,Opel,Zafira,2017,1.6D,-,"11,950  €"
10904,Opel,Mokka,2018,1.6D,-,"15,970  €"
10905,Opel,Mokka,2017,1.6D,-,"13,970  €"
10906,Opel,Antara,2016,2.0D,-,"11,970  €"
10907,Opel,Astra,2005,1.9D,-,"1,650  €"
10908,Opel,Astra,2006,1.9D,-,"1,390  €"
10909,Opel,Zafira,2014,2.0D,-,"7,690  €"
10910,Opel,Grandland X,2020,1.2,118 tūkst.,"15,950  € maiņai"
10911,Opel,Insignia,2011,2.0D,201 tūkst.,"5,850  €"
10912,Opel,Vectra,2004,2.2D,430 tūkst.,"1,450  €"
10913,Opel,Insignia,2010,2.0D,261 tūkst.,"5,250  €"
10914,Opel,Antara,2011,2.2D,127 tūkst.,"7,399  €"
10915,Opel,Antara,2007,3.2,250 tūkst.,"4,450  €"
10916,Opel,Vectra,2002,2.2,-,799  €
10917,Opel,Combo,2013,1.3D,237 tūkst.,"3,950  €"
10918,Opel,Vectra,2007,1.9D,-,"2,199  €"
10919,Opel,Insignia,2010,2.0D,156 tūkst.,"5,350  €"
10920,Opel,Vivaro,2005,2.5D,-,"4,599  €"
10921,Opel,Vectra,2006,1.8,241 tūkst.,"1,500  €"
10922,Opel,Astra,2011,1.7D,260 tūkst.,"4,400  €"
10923,Opel,Vectra,1997,1.6,223 tūkst.,600  €
10924,Opel,Mokka,-,-,-,pērku 
10925,Opel,Antara,2009,2.0D,200 tūkst.,"5,490  €"
10926,Opel,Vivaro,2013,2.0D,225 tūkst.,"5,800  €"
10927,Opel,Astra,2019,1.6D,61 tūkst.,"13,400  €"
10928,Opel,Vivaro,2008,1.9D,299 tūkst.,"5,700  €"
10929,Opel,Zafira,2005,2.2,172 tūkst.,"1,500  €"
10930,Opel,Corsa,2008,1.3D,344 tūkst.,"1,650  €"
10931,Opel,Astra,1999,1.8,299 tūkst.,900  €
10932,Opel,Meriva,2011,1.7D,206 tūkst.,"5,950  €"
10933,Opel,Meriva,2012,1.4,174 tūkst.,"5,950  €"
10934,Opel,Insignia,-,-,-,pērku 
10935,Opel,Vivaro,2007,2.0D,396 tūkst.,"3,700  €"
10936,Opel,Astra,2000,1.8,227 tūkst.,800  €
10937,Opel,Astra,2005,1.6,150 tūkst.,"1,930  €"
10938,Opel,Insignia,2010,2.0D,-,"3,290  €"
10939,Opel,Insignia,2010,2.0D,-,"3,490  €"
10940,Opel,Vivaro,2006,2.5D,-,"3,490  €"
10941,Opel,Vivaro,2005,2.5D,319 tūkst.,"4,450  €"
10942,Opel,Crossland X,2023,1.2,17 tūkst.,"20,400  €"
10943,Opel,Crossland X,2023,1.2,19 tūkst.,"20,400  €"
10944,Opel,Meriva,2011,1.7D,242 tūkst.,"4,890  €"
10945,Opel,Astra,2007,1.4,139 tūkst.,898  €
10946,Opel,Astra,2001,1.8,400 tūkst.,900  €
10947,Opel,Insignia,2009,2.0D,289 tūkst.,"5,290  €"
10948,Opel,Vectra,2007,1.9D,542 tūkst.,"1,600  €"
10949,Opel,Zafira,2013,2.0D,269 tūkst.,"6,000  €"
10950,Opel,Frontera,1999,2.2D,268 tūkst.,"1,300  €"
10951,Opel,Insignia,2014,2.0D,204 tūkst.,"8,100  € maiņai"
10952,Opel,Mokka,2023,1.2,70,"27,500  €"
10953,Opel,Astra,2017,1.4,-,"8,500  €"
10954,Opel,Combo,2019,1.5D,-,"11,990  €"
10955,Opel,Combo,2014,1.3D,-,"4,290  €"
10956,Opel,Astra,2014,1.6D,-,"7,450  €"
10957,Opel,Insignia,2009,2.0D,249 tūkst.,"5,590  €"
10958,Opel,Antara,2007,2.0D,-,"3,990  €"
10959,Opel,Corsa,2010,1.2D,-,"2,990  €"
10960,Opel,Vivaro,2006,1.9D,-,"4,999  €"
10961,Opel,Zafira,2009,1.8,212 tūkst.,"4,595  €"
10962,Opel,Corsa,2011,1.3D,-,"4,200  €"
10963,Opel,Vivaro,2007,2.0D,283 tūkst.,"6,999  €"
10964,Opel,Corsa,2008,1.2D,219 tūkst.,"1,499  €"
10965,Opel,Zafira,2010,1.9D,240 tūkst.,"3,175  €"
10966,Opel,Insignia,2013,2.0D,173 tūkst.,"8,200  €"
10967,Opel,Corsa,2007,1.3D,245 tūkst.,"2,790  €"
10968,Opel,Zafira,2006,1.9D,310 tūkst.,"1,990  €"
10969,Opel,Astra,2006,1.9D,188 tūkst.,"2,650  €"
10970,Opel,Combo,2019,1.5D,170 tūkst.,"14,400  €"
10971,Opel,Astra,2007,1.7D,165 tūkst.,"2,790  €"
10972,Opel,Tigra,1999,1.4,204 tūkst.,"1,650  €"
10973,Opel,Vivaro,2012,2.0D,212 tūkst.,"13,800  €"
10974,Opel,Astra,2011,1.7D,228 tūkst.,"4,000  €"
10975,Opel,Vectra,2002,2.2,300 tūkst.,"1,500  €"
10976,Opel,Signum,2005,2.2D,290 tūkst.,"1,350  €"
10977,Opel,Astra,2011,2.0D,260 tūkst.,"4,350  €"
10978,Opel,Mokka,2018,1.4,93 tūkst.,"14,700  €"
10979,Opel,Movano,2016,2.3D,285 tūkst.,"9,900  €"
10980,Opel,Vivaro,2007,2.0D,305 tūkst.,"6,500  €"
10981,Opel,Mokka,2013,1.7D,285 tūkst.,"8,000  €"
10982,Opel,Vivaro,2011,2.0D,232 tūkst.,"4,500  €"
10983,Opel,Astra,2016,1.6,115 tūkst.,"7,500  €"
10984,Opel,Vivaro,2006,1.9D,188 tūkst.,"7,900  €"
10985,Opel,Meriva,2011,1.7D,205 tūkst.,"4,800  €"
10986,Opel,Zafira,2002,2.0D,370 tūkst.,"1,100  €"
10987,Opel,Zafira,2012,2.0D,-,"6,400  €"
10988,Opel,Astra,2013,1.7D,279 tūkst.,"5,099  €"
10989,Opel,Grandland X,2019,1.6,140 tūkst.,"19,900  €"
10990,Opel,Grandland X,2020,1.6,86 tūkst.,"21,900  €"
10991,Opel,Insignia,2011,2.0D,269 tūkst.,"5,750  €"
10992,Opel,Zafira,2004,1.8,285 tūkst.,"2,950  €"
10993,Opel,Insignia,2015,2.0D,-,"9,650  €"
10994,Opel,Zafira,2012,2.0D,213 tūkst.,"7,250  €"
10995,Opel,Insignia,2015,2.0D,189 tūkst.,"8,000  €"
10996,Opel,Vectra,2003,2.0D,329 tūkst.,"2,000  €"
10997,Opel,Corsa,2005,1.0,-,"1,400  €"
10998,Opel,Astra,2000,1.7D,316 tūkst.,"1,000  €"
10999,Opel,Astra,2010,1.4,195 tūkst.,"2,500  €"
11000,Opel,Insignia,2021,2.0D,58 tūkst.,"18,350  €"
11001,Opel,Zafira,2006,1.9D,355 tūkst.,"2,200  €"
11002,Opel,Vectra,2007,1.9D,274 tūkst.,"2,500  €"
11003,Opel,Astra,2000,1.6,318 tūkst.,"1,200  €"
11004,Opel,Astra,2013,1.7D,248 tūkst.,"4,400  €"
11005,Opel,Movano,2014,2.3D,-,"11,950  €"
11006,Opel,Astra,2018,1.6D,249 tūkst.,"8,100  €"
11007,Opel,Antara,2010,3.2,200 tūkst.,"4,100  €"
11008,Opel,Astra,2000,1.4,-,900  €
11009,Opel,Astra,2011,1.7D,303 tūkst.,"3,300  € maiņai"
11010,Opel,Antara,2013,2.2D,78 tūkst.,"7,500  €"
11011,Opel,Vivaro,2015,1.6D,190 tūkst.,"14,980  €"
11012,Opel,Vivaro,2010,2.0D,241 tūkst.,"8,370  €"
11013,Opel,Movano,2023,2.2D,10,"33,990  €"
11014,Opel,Astra,1999,1.6,300 tūkst.,800  €
11015,Opel,Zafira,2001,2.0D,345 tūkst.,550  €
11016,Opel,Mokka,2022,E,17 tūkst.,"23,000  €"
11017,Opel,Astra,2011,1.7D,300 tūkst.,"3,780  €"
11018,Opel,Zafira,2003,2.2D,326 tūkst.,"1,450  €"
11019,Opel,Corsa,2009,1.7D,346 tūkst.,"2,550  €"
11020,Opel,Insignia,2017,2.0D,-,pērku 
11021,Opel,Astra,2001,1.4,-,800  €
11022,Opel,Corsa,2008,1.2,259 tūkst.,"2,150  €"
11023,Opel,Grandland X,2017,1.6D,-,"15,650  €"
11024,Opel,Vectra,2004,2.2D,422 tūkst.,"1,150  €"
11025,Opel,Astra,2004,1.7D,425 tūkst.,"1,330  €"
11026,Opel,Astra,2000,2.0D,248 tūkst.,"1,400  €"
11027,Opel,Zafira,2000,1.6,-,"1,500  €"
11028,Opel,Corsa,2001,1.0,-,"1,200  €"
11029,Opel,Insignia,2019,2.0D,210 tūkst.,"13,500  €"
11030,Opel,Corsa,2006,1.3D,164 tūkst.,"1,950  €"
11031,Opel,Astra,2007,1.9D,340 tūkst.,"1,250  €"
11032,Opel,Corsa,2001,1.0,-,"1,200  €"
11033,Opel,Corsa,1999,1.0,-,"1,300  €"
11034,Opel,Corsa,2007,1.2,-,"2,200  €"
11035,Opel,Astra,2006,1.3D,233 tūkst.,"1,650  €"
11036,Opel,Insignia,2012,2.0D,272 tūkst.,"4,850  €"
11037,Opel,Kadet,1980,1.2,68 tūkst.,"2,100  €"
11038,Opel,Vivaro,2007,2.0D,-,"4,890  €"
11039,Opel,Antara,2007,2.0D,-,"6,500  €"
11040,Opel,Astra,2007,1.9D,-,"2,500  €"
11041,Opel,Zafira,2009,1.9D,399 tūkst.,"3,250  €"
11042,Opel,Insignia,2014,2.0D,275 tūkst.,"7,800  €"
11043,Opel,Astra,2011,1.7D,264 tūkst.,"3,850  €"
11044,Opel,Signum,2005,2.2,240 tūkst.,"2,499  €"
11045,Opel,Trafic,2019,2.0D,166 tūkst.,"16,600  € maiņai"
11046,Opel,Vectra,2000,2.0D,40 tūkst.,350  €
11047,Opel,Corsa,2006,1.2D,282 tūkst.,"1,550  €"
11048,Opel,Meriva,2010,1.6,158 tūkst.,"2,100  €"
11049,Opel,Insignia,2010,2.0,286 tūkst.,"3,890  €"
11050,Opel,Zafira,2001,2.0D,395 tūkst.,"1,100  €"
11051,Opel,Insignia,2011,2.0D,195 tūkst.,"5,200  €"
11052,Opel,Astra,2008,1.9D,280 tūkst.,"1,300  €"
11053,Opel,Vectra,2007,2.0,400 tūkst.,650  €
11054,Opel,Antara,2008,2.0D,-,"4,650  €"
11055,Opel,Mokka,2017,1.6D,-,"13,700  €"
11056,Opel,Insignia,2016,2.0D,-,"8,350  €"
11057,Opel,Vivaro,2008,2.5D,228 tūkst.,"7,950  €"
11058,Opel,Antara,2007,2.0D,-,"5,200  €"
11059,Opel,Astra,2018,1.6D,-,"8,900  €"
11060,Opel,Zafira,2008,1.7D,251 tūkst.,"2,100  €"
11061,Opel,Zafira,2012,2.0D,260 tūkst.,"6,150  €"
11062,Opel,Corsa,2002,1.2,-,"1,200  €"
11063,Opel,Corsa,2003,1.0,-,"1,200  €"
11064,Opel,Master,2010,2.3D,-,"12,950  € maiņai"
11065,Opel,Antara,2014,2.2D,-,"10,770  €"
11066,Opel,Astra,2013,1.7D,247 tūkst.,"5,300  €"
11067,Opel,Astra,1997,1.6,247 tūkst.,"1,000  €"
11068,Opel,Zafira,2010,1.7D,-,"2,950  €"
11069,Opel,Vivaro,2017,1.6D,-,"8,990  €"
11070,Opel,Astra,2021,1.5D,86 tūkst.,"15,900  €"
11071,Opel,Zafira,2009,1.9D,242 tūkst.,"4,350  €"
11072,Opel,Astra,2013,1.7D,185 tūkst.,"5,500  €"
11073,Opel,Grandland X,2019,1.5D,178 tūkst.,"14,800  €"
11074,Opel,Zafira,2002,2.0D,307 tūkst.,"1,100  €"
11075,Opel,Zafira,2005,1.9D,-,"3,300  €"
11076,Opel,Astra,2011,1.7D,248 tūkst.,"4,600  €"
11077,Opel,Meriva,2010,1.7D,-,"5,790  € maiņai"
11078,Opel,Vivaro,2008,2.5D,-,"5,900  €"
11079,Opel,Vivaro,2011,2.0D,215 tūkst.,"5,700  €"
11080,Opel,Astra,2012,1.6,179 tūkst.,"4,999  €"
11081,Opel,Zafira,1999,1.8,361 tūkst.,720  €
11082,Opel,Tigra,2009,1.4,-,"3,300  €"
11083,Opel,Astra,2012,1.6,295 tūkst.,"2,550  €"
11084,Opel,Meriva,2011,1.7D,243 tūkst.,"5,990  €"
11085,Opel,Vivaro,2010,2.0D,-,"7,990  €"
11086,Opel,Zafira,2006,1.9D,220 tūkst.,"3,100  €"
11087,Opel,Signum,2005,2.2,223 tūkst.,"1,000  €"
11088,Opel,Insignia,2015,2.0D,248 tūkst.,"10,500  €"
11089,Opel,Corsa,2001,1.3,-,"2,370  €"
11090,Opel,Signum,2003,2.2D,-,"1,350  €"
11091,Opel,Zafira,2012,2.0D,205 tūkst.,"4,800  €"
11092,Opel,Astra,2018,1.6D,198 tūkst.,"8,850  €"
11093,Opel,Astra,2004,1.7D,240 tūkst.,"1,850  €"
11094,Opel,Meriva,2010,1.7D,-,"3,500  €"
11095,Opel,Astra,-,-,-,pērku 
11096,Opel,Astra,2018,1.0,155 tūkst.,"8,900  €"
11097,Opel,Ampera,2012,1.4H,234 tūkst.,"9,200  €"
11098,Opel,Mokka,2022,1.2,30 tūkst.,"21,490  €"
11099,Opel,Astra,2011,1.7D,300 tūkst.,"4,200  €"
11100,Opel,Vectra,2004,2.2,159 tūkst.,"1,590  €"
11101,Opel,Insignia,2018,1.5,83 tūkst.,"14,800  €"
11102,Opel,Meriva,2014,1.6D,-,"6,350  €"
11103,Opel,Astra,2014,1.6D,343 tūkst.,"4,590  € maiņai"
11104,Opel,Zafira,2004,2.0D,-,"2,650  €"
11105,Opel,Astra,2016,1.6D,225 tūkst.,"8,990  €"
11106,Opel,Corsa,1998,1.0,-,800  €
11107,Opel,Corsa Van,2014,1.3D,343 tūkst.,"3,000  €"
11108,Opel,Astra,2011,1.4,167 tūkst.,"4,850  €"
11109,Opel,Astra,2006,1.7D,331 tūkst.,"1,250  €"
11110,Opel,Movano,2018,2.3D,249 tūkst.,"5,500  €"
11111,Opel,Insignia,2015,2.0D,268 tūkst.,"8,590  €"
11112,Opel,Vivaro,2012,2.0D,203 tūkst.,"7,400  €"
11113,Opel,Zafira,2017,1.6D,196 tūkst.,"8,000  €"
11114,Opel,Citi,2020,1.5D,-,"26,900  €"
11115,Opel,Vivaro,2008,2.5D,349 tūkst.,"5,499  €"
11116,Opel,Vivaro,2010,2.0D,196 tūkst.,"6,499  €"
11117,Opel,Vivaro,2007,2.0D,204 tūkst.,"4,999  €"
11118,Opel,Insignia,2009,2.0D,265 tūkst.,"4,590  €"
11119,Opel,Crossland X,2019,1.5D,198 tūkst.,"12,950  €"
11120,Opel,Meriva,2004,1.7D,215 tūkst.,"1,750  €"
11121,Opel,Mokka,2022,1.2,13 tūkst.,"19,250  €"
11122,Opel,Mokka,2015,1.6D,224 tūkst.,"10,500  €"
11123,Opel,Insignia,2014,2.0D,-,"8,900  €"
11124,Opel,Mokka,2015,1.7D,184 tūkst.,"9,550  €"
11125,Opel,Astra,2017,1.7D,-,"7,550  €"
11126,Opel,Combo,2014,1.4,-,"6,200  €"
11127,Opel,Calibra,1993,2.0,220 tūkst.,"2,500  €"
11128,Opel,Combo,2004,1.6,-,"2,990  €"
11129,Opel,Astra,-,-,-,pērku 
11130,Opel,Corsa Van,2013,1.5D,251 tūkst.,"3,300  €"
11131,Opel,Astra,2006,1.6,-,"3,600  €"
11132,Opel,Astra,2016,1.6D,299 tūkst.,"7,300  €"
11133,Opel,Astra,-,-,-,pērku 
11134,Opel,Meriva,2010,1.7D,-,"3,400  € maiņai"
11135,Opel,Astra,2005,1.9D,196 tūkst.,"2,800  €"
11136,Opel,Vivaro,2015,1.6D,196 tūkst.,"16,000  €"
11137,Opel,Insignia,2018,2.0D,240 tūkst.,"16,990  €"
11138,Opel,Astra,2008,1.9D,261 tūkst.,"3,090  €"
11139,Opel,Astra,2007,1.9D,187 tūkst.,"3,800  €"
11140,Opel,Vectra,2008,1.9D,271 tūkst.,"3,590  €"
11141,Opel,Astra,2004,1.7D,284 tūkst.,"2,690  €"
11142,Opel,Astra,2007,1.7D,266 tūkst.,"3,090  €"
11143,Opel,Signum,2004,2.2D,377 tūkst.,600  €
11144,Opel,Vivaro,2005,1.9D,240 tūkst.,"4,250  €"
11145,Opel,Vectra,2001,2.0D,389 tūkst.,"1,110  €"
11146,Opel,Antara,2014,2.2D,193 tūkst.,"11,500  €"
