,Region,Area,Nr of rooms,m2,Floor,House type,Price
5113,Rīgas rajons,Ķekavas pag. Ķekava,Citi,-,-,-,pērku 
5114,Rīgas rajons,Mārupes pag. Mārupe,3,76,1/5,Jaun.,"1,000  €/mēn."
5115,Rīgas rajons,Mārupes pag. Mārupe,3,95,3/3,Jaun.,"1,800  €/mēn."
5116,Rīgas rajons,Mārupes pag. Mārupe,4,87,4/5,Jaun.,"1,400  €/mēn."
5117,Rīgas rajons,Salaspils,1,32,2/3,Specpr.,"26,500  €"
5118,Rīgas rajons,Olaine,Citi,-,-,-,pērku 
5119,Rīgas rajons,Salaspils,Citi,-,-,-,pērku 
5120,Rīgas rajons,Olaines pag. Stūnīši,2,47,5/5,103.,300  €/mēn.
5121,Rīgas rajons,Salaspils,2,49,4/9,602.,"50,000  €"
5122,Rīgas rajons,Ķekavas pag. Ķekava,Citi,-,-,-,pērku 
5123,Rīgas rajons,Salaspils,Citi,-,-,-,pērku 
5124,Rīgas rajons,Mores pag. More,4,91,1/3,Specpr.,"22,000  €"
5125,Rīgas rajons,Baloži,3,-,-,-,vēlos īret 
5126,Rīgas rajons,Baldone,2,55,3/3,103.,"59,900  €"
5127,Rīgas rajons,Ropažu nov. Augšciems,2,47,1/1,Renov.,"25,000  €"
5128,Rīgas rajons,Stopiņu nov. Upeslejas,2,44,1/2,LT proj.,"35,000  €"
5129,Rīgas rajons,Saulkrasti,1,20,2/2,Priv. m.,350  €/mēn.
5130,Rīgas rajons,Baloži,2,45,1/5,Hrušč.,320  €/mēn.
5131,Rīgas rajons,Mārupes pag. Mārupe,4,95,2/5,Jaun.,"289,000  €"
5132,Rīgas rajons,Babītes pag. Piņķi,4,137,1/2,Priv. m.,"227,777  €"
5133,Rīgas rajons,Mārupes pag. Mārupe,4,225,5/5,Jaun.,"351,061  €"
5134,Rīgas rajons,Mārupes pag. Mārupe,4,197,5/5,Jaun.,"1,400  €/mēn."
5135,Rīgas rajons,Mārupes pag. Mārupe,3,87,1/5,Jaun.,"209,000  €"
5136,Rīgas rajons,Mārupes pag. Mārupe,3,74,4/5,Jaun.,"182,970  €"
5137,Rīgas rajons,Mārupes pag. Mārupe,3,82,2/5,Jaun.,"204,700  €"
5138,Rīgas rajons,Sigulda,2,60,2/3,Specpr.,"39,750  €"
5139,Rīgas rajons,Babītes pag. Spilve,4,104,2/2,Jaun.,"197,800  €"
5140,Rīgas rajons,Mārupes pag. Mārupe,2,47,2/4,Jaun.,580  €/mēn.
5141,Rīgas rajons,Mārupes pag. Mārupe,2,52,4/4,Jaun.,500  €/mēn.
5142,Rīgas rajons,Sigulda,2,42,3/3,Hrušč.,390  €/mēn.
5143,Rīgas rajons,Sigulda,2,42,2/3,Hrušč.,"41,000  €"
5144,Rīgas rajons,Salaspils,1,39,5/5,M. ģim.,"24,500  €"
5145,Rīgas rajons,Ādažu nov. Ādaži,2,53,3/5,Jaun.,"98,000  €"
5146,Rīgas rajons,Ķekavas pag. Valdlauči,2,46,1/5,Hrušč.,"62,000  €"
5147,Rīgas rajons,Mārupes pag. Mārupe,4,95,4/4,Jaun.,"162,000  €"
5148,Rīgas rajons,Ādažu nov. Ādaži,Citi,-,-,-,pērku 
5149,Rīgas rajons,Ādažu nov. Kadaga,Citi,-,-,-,pērku 
5150,Rīgas rajons,Mārupes pag. Mārupe,2,74,2/5,Specpr.,"132,000  €"
5151,Rīgas rajons,Baloži,1,36,2/5,Jaun.,"62,100  €"
5152,Rīgas rajons,Salaspils,3,78,1/3,Specpr.,"116,500  €"
5153,Rīgas rajons,Baloži,2,53,5/3,103.,350  €/mēn.
5154,Rīgas rajons,Carnikavas nov. Carnikava,3,65,3/4,Jaun.,"114,000  €"
5155,Rīgas rajons,Olaine,2,41,5/5,Hrušč.,"38,200  €"
5156,Rīgas rajons,Stopiņu nov. Cekule,4,103,1/1,Priv. m.,"45,000  €"
5157,Rīgas rajons,Olaine,2,48,2/5,Hrušč.,"59,000  €"
5158,Rīgas rajons,Stopiņu nov. Saurieši,3,62,5/5,LT proj.,"52,000  €"
5159,Rīgas rajons,Stopiņu nov. Ulbroka,3,60,4/5,467.,"75,000  €"
5160,Rīgas rajons,Stopiņu nov. Līči,3,78,4/5,Jaun.,"125,000  €"
5161,Rīgas rajons,Ropažu nov. Silakrogs,5,82,3/3,Jaun.,"131,200  €"
5162,Rīgas rajons,Ķekavas pag. Ķekava,1,42,1/3,Specpr.,"37,000  €"
5163,Rīgas rajons,Salaspils,2,50,2/4,Jaun.,"70,000  €"
5164,Rīgas rajons,Salaspils,2,37,2/5,LT proj.,"34,000  €"
5165,Rīgas rajons,Mārupes pag. Mārupe,1,39,1/3,Jaun.,"63,000  €"
5166,Rīgas rajons,Mārupes pag. Mārupe,2,38,2/3,Jaun.,"62,000  €"
5167,Rīgas rajons,Ādažu nov. Kadaga,Citi,-,-,-,pērku 
5168,Rīgas rajons,Sigulda,Citi,-,-,-,pērku 
5169,Rīgas rajons,Carnikavas nov. Carnikava,2,60,1/3,Renov.,"85,000  €"
5170,Rīgas rajons,Babītes pag. Piņķi,2,49,2/3,Jaun.,600  €/mēn.
5171,Rīgas rajons,Sigulda,3,73,2,Jaun.,pērku 
5172,Rīgas rajons,Ādažu nov. Kadaga,1,31,1/5,Specpr.,"41,000  €"
5173,Rīgas rajons,Ropažu nov. Silakrogs,4,90,2/5,Jaun.,"144,000  €"
5174,Rīgas rajons,Stopiņu nov. Līči,5,82,3/3,Jaun.,"131,200  €"
5175,Rīgas rajons,Olaine,2,42,1/2,Renov.,40  €/dienā
5176,Rīgas rajons,Mārupes pag. Skulte,2,52,3/5,Specpr.,"39,000  €"
5177,Rīgas rajons,Allažu pag. Allaži,3,69,2/3,Specpr.,"28,000  €"
5178,Rīgas rajons,Ķekavas pag. Valdlauči,2,60,1/5,Jaun.,"128,000  €"
5179,Rīgas rajons,Stopiņu nov. Ulbroka,Citi,-,-,-,pērku 
5180,Rīgas rajons,Mārupes pag. Mārupe,3,67,3/3,Jaun.,"98,000  €"
5181,Rīgas rajons,Mārupes pag. Mārupe,1,29,2/3,Jaun.,"52,000  €"
5182,Rīgas rajons,Sigulda,Citi,-,-,-,-
5183,Rīgas rajons,Baloži,2,53,2/3,Jaun.,"90,000  €"
5184,Rīgas rajons,Stopiņu nov. Ulbroka,4,104,1/1,Jaun.,"169,900  €"
5185,Rīgas rajons,Mārupes pag. Mārupe,4,112,3/3,Jaun.,"188,000  €"
5186,Rīgas rajons,Babītes pag. Piņķi,2,51,2/5,103.,380  €/mēn.
5187,Rīgas rajons,Sigulda,2,47,1/2,M. ģim.,"23,000  €"
5188,Rīgas rajons,Baloži,2,52,2/5,Specpr.,"61,800  €"
5189,Rīgas rajons,Saulkrasti,3,68,3/4,Renov.,"105,000  €"
5190,Rīgas rajons,Ādažu nov. Ādaži,3,90,5/5,Specpr.,"152,000  €"
5191,Rīgas rajons,Saulkrasti,Citi,-,-,-,pērku 
5192,Rīgas rajons,Babītes pag. Babīte,4,91,4/4,Specpr.,"90,000  €"
5193,Rīgas rajons,Babītes pag. Babīte,4,91,4/4,Specpr.,"90,000  €"
5194,Rīgas rajons,Mārupes pag. Mārupe,2,48,2/5,Jaun.,800  €/mēn.
5195,Rīgas rajons,Ķekavas pag. Valdlauči,2,55,2/5,Jaun.,"107,000  €"
5196,Rīgas rajons,Salaspils,3,61,4/5,LT proj.,"55,000  €"
5197,Rīgas rajons,Olaine,1,23,4/5,Renov.,250  €/mēn.
5198,Rīgas rajons,Babītes pag. Piņķi,3,78,1/3,Jaun.,690  €/mēn.
5199,Rīgas rajons,Babītes pag. Piņķi,2,58,1/1,Jaun.,490  €/mēn.
5200,Rīgas rajons,Salaspils,Citi,-,-,-,pērku 
5201,Rīgas rajons,Mārupes pag. Mārupe,1,38,2/4,Jaun.,350  €/mēn.
5202,Rīgas rajons,Mārupes pag. Mārupe,4,99,2/5,Jaun.,"1,300  €/mēn."
5203,Rīgas rajons,Sigulda,4,138,4/5,Jaun.,"205,000  €"
5204,Rīgas rajons,Ādažu nov. Ādaži,2,52,4/4,Jaun.,"95,090  €"
5205,Rīgas rajons,Ķekavas pag. Ķekava,Citi,-,-,-,pērku 
5206,Rīgas rajons,Salaspils,Citi,-,-,-,pērku 
5207,Rīgas rajons,Mārupes pag. Mārupe,2,58,1/4,Jaun.,"95,000  €"
5208,Rīgas rajons,Sigulda,3,78,2/2,Jaun.,"178,000  €"
5209,Rīgas rajons,Ķekavas pag. Valdlauči,1,25,1/2,P. kara,"11,480  €"
5210,Rīgas rajons,Ķekavas pag. Valdlauči,3,72,3/5,Jaun.,850  €/mēn.
5211,Rīgas rajons,Salaspils,1,18,4/5,Specpr.,60  €/ned.
5212,Rīgas rajons,Mārupes pag. Mārupe,4,81,4/4,Jaun.,"1,100  €/mēn."
5213,Rīgas rajons,Salaspils l. t. Saulkalne,1,34,2/5,103.,"23,000  €"
5214,Rīgas rajons,Salaspils l. t. Saulkalne,2,52,1/5,103.,"48,500  €"
5215,Rīgas rajons,Ķekavas pag. Krustkalni,2,54,1/3,Specpr.,"63,799  €"
5216,Rīgas rajons,Sigulda,1,42,2/3,Specpr.,"47,000  €"
5217,Rīgas rajons,Mārupes pag. Mārupe,2,70,1/3,Jaun.,"88,000  €"
5218,Rīgas rajons,Mārupes pag. Mārupe,3,154,1/3,Jaun.,"225,000  €"
5219,Rīgas rajons,Ropažu nov. Silakrogs,5,82,3/3,Jaun.,"134,805  €"
5220,Rīgas rajons,Sigulda,3,93,3/6,Jaun.,"137,500  €"
5221,Rīgas rajons,Vangaži,1,36,2/5,Specpr.,280  €/mēn.
5222,Rīgas rajons,Mārupes pag. Mārupe,3,120,2/2,Specpr.,"195,000  €"
5223,Rīgas rajons,Ādažu nov. Ādaži,2,46,4/4,Jaun.,"85,100  €"
5224,Rīgas rajons,Salaspils,2,53,1/5,103.,"69,000  €"
5225,Rīgas rajons,Mārupes pag. Mārupe,2,56,4/4,Jaun.,590  €/mēn.
5226,Rīgas rajons,Baloži,5,292,-,-,maiņai
5227,Rīgas rajons,Carnikavas nov. Carnikava,Citi,-,-,-,pērku 
5228,Rīgas rajons,Olaine,Citi,-,-,-,pērku 
5229,Rīgas rajons,Babītes pag. Piņķi,2,57,1/3,Jaun.,550  €/mēn.
5230,Rīgas rajons,Sigulda,2,38,3/3,Jaun.,"87,000  €"
5231,Rīgas rajons,Sigulda,2,45,2/3,Jaun.,"103,000  €"
5232,Rīgas rajons,Salaspils,3,71,2/5,103.,"59,000  €"
5233,Rīgas rajons,Ādažu nov. Ādaži,3,76,4/4,Renov.,"99,000  €"
5234,Rīgas rajons,Sigulda,1,42,2/4,Renov.,270  €/mēn.
5235,Rīgas rajons,Stopiņu nov. Dreiliņi,3,63,1/1,Jaun.,"145,000  €"
5236,Rīgas rajons,Stopiņu nov. Dreiliņi,4,67,1/5,Jaun.,800  €/mēn.
5237,Rīgas rajons,Babītes pag. Piņķi,2,42,2/3,Jaun.,"110,000  €"
5238,Rīgas rajons,Stopiņu nov. Līči,3,55,1/3,Jaun.,"77,000  €"
5239,Rīgas rajons,Ropažu nov. Silakrogs,3,55,1/3,Jaun.,"77,000  €"
